Tag_Sig,Origen,Tipo_IO,Tipo_Sig,Dest,Cntrl,Cable1,Par1,Par2,Cable2,Jborne1,Jborne2,Jborne3,Jborne4,JTS,c_bornes,b,Gborne1,Gborne2,Gborne3,Gborne4,GTS
LI-001,LIT-001,AI,A,JBI-001,PLC-001,CB-LIT-001-A-1,1,1,CB-JBI-001-A-1,1,2,3,NA,TS-A,3,3,1,2,3,NA,TS-A
LI-002,LIT-002,AI,A,JBI-001,PLC-001,CB-LIT-002-A-1,1,2,CB-JBI-001-A-1,4,5,6,NA,TS-A,3,6,4,5,6,NA,TS-A
LI-003,LIT-003,AI,A,JBI-001,PLC-001,CB-LIT-003-A-1,1,3,CB-JBI-001-A-1,7,8,9,NA,TS-A,3,9,7,8,9,NA,TS-A
LI-004,LIT-004,AI,A,JBI-001,PLC-001,CB-LIT-004-A-1,1,4,CB-JBI-001-A-1,10,11,12,NA,TS-A,3,12,10,11,12,NA,TS-A
LI-005,LIT-005,AI,A,JBI-001,PLC-001,CB-LIT-005-A-1,1,5,CB-JBI-001-A-1,13,14,15,NA,TS-A,3,15,13,14,15,NA,TS-A
PI-005,PIT-005,AI,A,JBI-001,PLC-001,CB-PIT-005-A-1,1,6,CB-JBI-001-A-1,16,17,18,NA,TS-A,3,18,16,17,18,NA,TS-A
PI-006,PIT-006,AI,A,JBI-001,PLC-001,CB-PIT-006-A-1,1,7,CB-JBI-001-A-1,19,20,21,NA,TS-A,3,21,19,20,21,NA,TS-A
PI-007,PIT-007,AI,A,JBI-001,PLC-001,CB-PIT-007-A-1,1,8,CB-JBI-001-A-1,22,23,24,NA,TS-A,3,24,22,23,24,NA,TS-A
PI-008,PIT-008,AI,A,JBI-001,PLC-001,CB-PIT-008-A-1,1,9,CB-JBI-001-A-1,25,26,27,NA,TS-A,3,27,25,26,27,NA,TS-A
PI-009,PIT-009,AI,A,JBI-001,PLC-001,CB-PIT-009-A-1,1,10,CB-JBI-001-A-1,28,29,30,NA,TS-A,3,30,28,29,30,NA,TS-A
PI-010,PIT-010,AI,A,JBI-001,PLC-001,CB-PIT-010-A-1,1,11,CB-JBI-001-A-1,31,32,33,NA,TS-A,3,33,31,32,33,NA,TS-A
PI-011,PIT-011,AI,A,JBI-001,PLC-001,CB-PIT-011-A-1,1,12,CB-JBI-001-A-1,34,35,36,NA,TS-A,3,36,34,35,36,NA,TS-A
PI-012,PIT-012,AI,A,JBI-001,PLC-001,CB-PIT-012-A-1,1,13,CB-JBI-001-A-1,37,38,39,NA,TS-A,3,39,37,38,39,NA,TS-A
RESERVA,NA,NA,A,JBI-001,PLC-001,NA,NA,14,CB-JBI-001-A-1,40,41,42,NA,TS-A,3,42,40,41,42,NA,TS-A
RESERVA,NA,NA,A,JBI-001,PLC-001,NA,NA,15,CB-JBI-001-A-1,43,44,45,NA,TS-A,3,45,43,44,45,NA,TS-A
RESERVA,NA,NA,A,JBI-001,PLC-001,NA,NA,16,CB-JBI-001-A-1,46,47,48,NA,TS-A,3,48,46,47,48,NA,TS-A
FQI-013,FIT-013,AI,A,JBI-002,PLC-001,CB-FIT-013-A-1,1,1,CB-JBI-002-A-1,1,2,3,NA,TS-A,3,51,49,50,51,NA,TS-A
RESERVA,NA,NA,A,JBI-002,PLC-001,NA,NA,2,CB-JBI-002-A-1,4,5,6,NA,TS-A,3,54,52,53,54,NA,TS-A
FI-501,FIT-501,AI,A,JBI-003,PLC-001,CB-FIT-501-A-1,1,1,CB-JBI-003-A-1,1,2,3,NA,TS-A,3,57,55,56,57,NA,TS-A
FI-502,FIT-502,AI,A,JBI-003,PLC-001,CB-FIT-502-A-1,1,2,CB-JBI-003-A-1,4,5,6,NA,TS-A,3,60,58,59,60,NA,TS-A
LI-015,LIT-015,AI,A,JBI-003,PLC-001,CB-LIT-015-A-1,1,3,CB-JBI-003-A-1,7,8,9,NA,TS-A,3,63,61,62,63,NA,TS-A
LI-016,LIT-016,AI,A,JBI-003,PLC-001,CB-LIT-016-A-1,1,4,CB-JBI-003-A-1,10,11,12,NA,TS-A,3,66,64,65,66,NA,TS-A
PI-039,PIT-039,AI,A,JBI-003,PLC-001,CB-PIT-039-A-1,1,5,CB-JBI-003-A-1,13,14,15,NA,TS-A,3,69,67,68,69,NA,TS-A
PI-040,PIT-040,AI,A,JBI-003,PLC-001,CB-PIT-040-A-1,1,6,CB-JBI-003-A-1,16,17,18,NA,TS-A,3,72,70,71,72,NA,TS-A
PI-041,PIT-041,AI,A,JBI-003,PLC-001,CB-PIT-041-A-1,1,7,CB-JBI-003-A-1,19,20,21,NA,TS-A,3,75,73,74,75,NA,TS-A
PI-042,PIT-042,AI,A,JBI-003,PLC-001,CB-PIT-042-A-1,1,8,CB-JBI-003-A-1,22,23,24,NA,TS-A,3,78,76,77,78,NA,TS-A
PI-043,PIT-043,AI,A,JBI-003,PLC-001,CB-PIT-043-A-1,1,9,CB-JBI-003-A-1,25,26,27,NA,TS-A,3,81,79,80,81,NA,TS-A
PI-044,PIT-044,AI,A,JBI-003,PLC-001,CB-PIT-044-A-1,1,10,CB-JBI-003-A-1,28,29,30,NA,TS-A,3,84,82,83,84,NA,TS-A
RESERVA,NA,NA,A,JBI-003,PLC-001,NA,NA,11,CB-JBI-003-A-1,31,32,33,NA,TS-A,3,87,85,86,87,NA,TS-A
RESERVA,NA,NA,A,JBI-003,PLC-001,NA,NA,12,CB-JBI-003-A-1,34,35,36,NA,TS-A,3,90,88,89,90,NA,TS-A
LI-007,LIT-007,AI,A,JBI-004,PLC-001,CB-LIT-007-A-1,1,1,CB-JBI-004-A-1,1,2,3,NA,TS-A,3,93,91,92,93,NA,TS-A
PI-014,PIT-014,AI,A,JBI-004,PLC-001,CB-PIT-014-A-1,1,2,CB-JBI-004-A-1,4,5,6,NA,TS-A,3,96,94,95,96,NA,TS-A
PI-015,PIT-015,AI,A,JBI-004,PLC-001,CB-PIT-015-A-1,1,3,CB-JBI-004-A-1,7,8,9,NA,TS-A,3,99,97,98,99,NA,TS-A
PI-016,PIT-016,AI,A,JBI-004,PLC-001,CB-PIT-016-A-1,1,4,CB-JBI-004-A-1,10,11,12,NA,TS-A,3,102,100,101,102,NA,TS-A
PI-017,PIT-017,AI,A,JBI-004,PLC-001,CB-PIT-017-A-1,1,5,CB-JBI-004-A-1,13,14,15,NA,TS-A,3,105,103,104,105,NA,TS-A
PI-018,PIT-018,AI,A,JBI-004,PLC-001,CB-PIT-018-A-1,1,6,CB-JBI-004-A-1,16,17,18,NA,TS-A,3,108,106,107,108,NA,TS-A
PI-026,PIT-026,AI,A,JBI-004,PLC-001,CB-PIT-026-A-1,1,7,CB-JBI-004-A-1,19,20,21,NA,TS-A,3,111,109,110,111,NA,TS-A
PI-027,PIT-027,AI,A,JBI-004,PLC-001,CB-PIT-027-A-1,1,8,CB-JBI-004-A-1,22,23,24,NA,TS-A,3,114,112,113,114,NA,TS-A
PI-028,PIT-028,AI,A,JBI-004,PLC-001,CB-PIT-028-A-1,1,9,CB-JBI-004-A-1,25,26,27,NA,TS-A,3,117,115,116,117,NA,TS-A
RESERVA,NA,NA,A,JBI-004,PLC-001,NA,NA,10,CB-JBI-004-A-1,28,29,30,NA,TS-A,3,120,118,119,120,NA,TS-A
RESERVA,NA,NA,A,JBI-004,PLC-001,NA,NA,11,CB-JBI-004-A-1,31,32,33,NA,TS-A,3,123,121,122,123,NA,TS-A
RESERVA,NA,NA,A,JBI-004,PLC-001,NA,NA,12,CB-JBI-004-A-1,34,35,36,NA,TS-A,3,126,124,125,126,NA,TS-A
ZI-CP001,CP-001,AI,A,GAB-001,PLC-001,CB-CP-001-A-1,1,1,CB-CP-001-A-1,NA,NA,NA,NA,NA,3,129,127,128,129,NA,TS-A
XS-BOM001,VFD-001,AO,A,GAB-001,PLC-001,CB-VFD-001-A-1,1,1,CB-VFD-001-A-1,NA,NA,NA,NA,NA,3,132,130,131,132,NA,TS-A
XS-BOM002,VFD-002,AO,A,GAB-001,PLC-001,CB-VFD-002-A-1,1,1,CB-VFD-002-A-1,NA,NA,NA,NA,NA,3,135,133,134,135,NA,TS-A
XS-BOM003,VFD-003,AO,A,GAB-001,PLC-001,CB-VFD-003-A-1,1,1,CB-VFD-003-A-1,NA,NA,NA,NA,NA,3,138,136,137,138,NA,TS-A
XS-BOM004,VFD-004,AO,A,GAB-001,PLC-001,CB-VFD-004-A-1,1,1,CB-VFD-004-A-1,NA,NA,NA,NA,NA,3,141,139,140,141,NA,TS-A
XS-BOM008,VFD-008,AO,A,GAB-001,PLC-001,CB-VFD-008-A-1,1,1,CB-VFD-008-A-1,NA,NA,NA,NA,NA,3,144,142,143,144,NA,TS-A
XS-BOM009,VFD-009,AO,A,GAB-001,PLC-001,CB-VFD-009-A-1,1,1,CB-VFD-009-A-1,NA,NA,NA,NA,NA,3,147,145,146,147,NA,TS-A
XS-BOM010,VFD-010,AO,A,GAB-001,PLC-001,CB-VFD-010-A-1,1,1,CB-VFD-010-A-1,NA,NA,NA,NA,NA,3,150,148,149,150,NA,TS-A
XS-BOM011,VFD-011,AO,A,GAB-001,PLC-001,CB-VFD-011-A-1,1,1,CB-VFD-011-A-1,NA,NA,NA,NA,NA,3,153,151,152,153,NA,TS-A
XS-BOM012,VFD-012,AO,A,GAB-001,PLC-001,CB-VFD-012-A-1,1,1,CB-VFD-012-A-1,NA,NA,NA,NA,NA,3,156,154,155,156,NA,TS-A
XS-BOM013,VFD-013,AO,A,GAB-001,PLC-001,CB-VFD-013-A-1,1,1,CB-VFD-013-A-1,NA,NA,NA,NA,NA,3,159,157,158,159,NA,TS-A
XS-BOM014,VFD-014,AO,A,GAB-001,PLC-001,CB-VFD-014-A-1,1,1,CB-VFD-014-A-1,NA,NA,NA,NA,NA,3,162,160,161,162,NA,TS-A
XS-BOM015,VFD-015,AO,A,GAB-001,PLC-001,CB-VFD-015-A-1,1,1,CB-VFD-015-A-1,NA,NA,NA,NA,NA,3,165,163,164,165,NA,TS-A
XC-KV001,KV-001,DO,D,JBI-001,PLC-001,CB-KV-001-D-1,1,1,CB-JBI-001-D-1,1,2,NA,NA,TS-D,2,2,1,2,NA,NA,TS-D
XLR-KV001,KV-001,DI,D,JBI-001,PLC-001,CB-KV-001-D-1,2,2,CB-JBI-001-D-1,3,4,NA,NA,TS-D,2,4,3,4,NA,NA,TS-D
XO-KV001,KV-001,DO,D,JBI-001,PLC-001,CB-KV-001-D-1,3,3,CB-JBI-001-D-1,5,6,NA,NA,TS-D,2,6,5,6,NA,NA,TS-D
ZIC-KV001,KV-001,DI,D,JBI-001,PLC-001,CB-KV-001-D-1,4,4,CB-JBI-001-D-1,7,8,NA,NA,TS-D,2,8,7,8,NA,NA,TS-D
ZIO-KV001,KV-001,DI,D,JBI-001,PLC-001,CB-KV-001-D-1,5,5,CB-JBI-001-D-1,9,10,NA,NA,TS-D,2,10,9,10,NA,NA,TS-D
RESERVA,KV-001,NA,D,JBI-001,PLC-001,CB-KV-001-D-1,6,6,CB-JBI-001-D-1,11,12,NA,NA,TS-D,2,12,11,12,NA,NA,TS-D
RESERVA,KV-001,NA,D,JBI-001,PLC-001,CB-KV-001-D-1,7,7,CB-JBI-001-D-1,13,14,NA,NA,TS-D,2,14,13,14,NA,NA,TS-D
RESERVA,KV-001,NA,D,JBI-001,PLC-001,CB-KV-001-D-1,8,8,CB-JBI-001-D-1,15,16,NA,NA,TS-D,2,16,15,16,NA,NA,TS-D
XC-KV002,KV-002,DO,D,JBI-001,PLC-001,CB-KV-002-D-1,1,9,CB-JBI-001-D-1,17,18,NA,NA,TS-D,2,18,17,18,NA,NA,TS-D
XLR-KV002,KV-002,DI,D,JBI-001,PLC-001,CB-KV-002-D-1,2,10,CB-JBI-001-D-1,19,20,NA,NA,TS-D,2,20,19,20,NA,NA,TS-D
XO-KV002,KV-002,DO,D,JBI-001,PLC-001,CB-KV-002-D-1,3,11,CB-JBI-001-D-1,21,22,NA,NA,TS-D,2,22,21,22,NA,NA,TS-D
ZIC-KV002,KV-002,DI,D,JBI-001,PLC-001,CB-KV-002-D-1,4,12,CB-JBI-001-D-1,23,24,NA,NA,TS-D,2,24,23,24,NA,NA,TS-D
ZIO-KV002,KV-002,DI,D,JBI-001,PLC-001,CB-KV-002-D-1,5,13,CB-JBI-001-D-1,25,26,NA,NA,TS-D,2,26,25,26,NA,NA,TS-D
RESERVA,KV-002,NA,D,JBI-001,PLC-001,CB-KV-002-D-1,6,14,CB-JBI-001-D-1,27,28,NA,NA,TS-D,2,28,27,28,NA,NA,TS-D
RESERVA,KV-002,NA,D,JBI-001,PLC-001,CB-KV-002-D-1,7,15,CB-JBI-001-D-1,29,30,NA,NA,TS-D,2,30,29,30,NA,NA,TS-D
RESERVA,KV-002,NA,D,JBI-001,PLC-001,CB-KV-002-D-1,8,16,CB-JBI-001-D-1,31,32,NA,NA,TS-D,2,32,31,32,NA,NA,TS-D
XC-KV003,KV-003,DO,D,JBI-001,PLC-001,CB-KV-003-D-1,1,17,CB-JBI-001-D-1,33,34,NA,NA,TS-D,2,34,33,34,NA,NA,TS-D
XLR-KV003,KV-003,DI,D,JBI-001,PLC-001,CB-KV-003-D-1,2,18,CB-JBI-001-D-1,35,36,NA,NA,TS-D,2,36,35,36,NA,NA,TS-D
XO-KV003,KV-003,DO,D,JBI-001,PLC-001,CB-KV-003-D-1,3,19,CB-JBI-001-D-1,37,38,NA,NA,TS-D,2,38,37,38,NA,NA,TS-D
ZIC-KV003,KV-003,DI,D,JBI-001,PLC-001,CB-KV-003-D-1,4,20,CB-JBI-001-D-1,39,40,NA,NA,TS-D,2,40,39,40,NA,NA,TS-D
ZIO-KV003,KV-003,DI,D,JBI-001,PLC-001,CB-KV-003-D-1,5,21,CB-JBI-001-D-1,41,42,NA,NA,TS-D,2,42,41,42,NA,NA,TS-D
RESERVA,KV-003,NA,D,JBI-001,PLC-001,CB-KV-003-D-1,6,22,CB-JBI-001-D-1,43,44,NA,NA,TS-D,2,44,43,44,NA,NA,TS-D
RESERVA,KV-003,NA,D,JBI-001,PLC-001,CB-KV-003-D-1,7,23,CB-JBI-001-D-1,45,46,NA,NA,TS-D,2,46,45,46,NA,NA,TS-D
RESERVA,KV-003,NA,D,JBI-001,PLC-001,CB-KV-003-D-1,8,24,CB-JBI-001-D-1,47,48,NA,NA,TS-D,2,48,47,48,NA,NA,TS-D
XC-KV004,KV-004,DO,D,JBI-001,PLC-001,CB-KV-004-D-1,1,1,CB-JBI-001-D-2,49,50,NA,NA,TS-D,2,50,49,50,NA,NA,TS-D
XLR-KV004,KV-004,DI,D,JBI-001,PLC-001,CB-KV-004-D-1,2,2,CB-JBI-001-D-2,51,52,NA,NA,TS-D,2,52,51,52,NA,NA,TS-D
XO-KV004,KV-004,DO,D,JBI-001,PLC-001,CB-KV-004-D-1,3,3,CB-JBI-001-D-2,53,54,NA,NA,TS-D,2,54,53,54,NA,NA,TS-D
ZIC-KV004,KV-004,DI,D,JBI-001,PLC-001,CB-KV-004-D-1,4,4,CB-JBI-001-D-2,55,56,NA,NA,TS-D,2,56,55,56,NA,NA,TS-D
ZIO-KV004,KV-004,DI,D,JBI-001,PLC-001,CB-KV-004-D-1,5,5,CB-JBI-001-D-2,57,58,NA,NA,TS-D,2,58,57,58,NA,NA,TS-D
RESERVA,KV-004,NA,D,JBI-001,PLC-001,CB-KV-004-D-1,6,6,CB-JBI-001-D-2,59,60,NA,NA,TS-D,2,60,59,60,NA,NA,TS-D
RESERVA,KV-004,NA,D,JBI-001,PLC-001,CB-KV-004-D-1,7,7,CB-JBI-001-D-2,61,62,NA,NA,TS-D,2,62,61,62,NA,NA,TS-D
RESERVA,KV-004,NA,D,JBI-001,PLC-001,CB-KV-004-D-1,8,8,CB-JBI-001-D-2,63,64,NA,NA,TS-D,2,64,63,64,NA,NA,TS-D
LAHH-001,LS-001,DI,D,JBI-001,PLC-001,CB-LS-001-D-1,1,9,CB-JBI-001-D-2,65,66,NA,NA,TS-D,2,66,65,66,NA,NA,TS-D
XV-001,SV-001,DO,D,JBI-001,PLC-001,CB-SV-001-D-1,1,10,CB-JBI-001-D-2,67,68,NA,NA,TS-D,2,68,67,68,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,11,CB-JBI-001-D-2,69,70,NA,NA,TS-D,2,70,69,70,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,12,CB-JBI-001-D-2,71,72,NA,NA,TS-D,2,72,71,72,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,13,CB-JBI-001-D-2,73,74,NA,NA,TS-D,2,74,73,74,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,14,CB-JBI-001-D-2,75,76,NA,NA,TS-D,2,76,75,76,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,15,CB-JBI-001-D-2,77,78,NA,NA,TS-D,2,78,77,78,NA,NA,TS-D
RESERVA,NA,NA,D,JBI-001,PLC-001,NA,NA,16,CB-JBI-001-D-2,79,80,NA,NA,TS-D,2,80,79,80,NA,NA,TS-D
XC-FCV001,FCV-001,DO,D,JBI-002,PLC-001,CB-FCV-001-D-1,1,1,CB-JBI-002-D-1,1,2,NA,NA,TS-D,2,82,81,82,NA,NA,TS-D
XLR-FCV001,FCV-001,DI,D,JBI-002,PLC-001,CB-FCV-001-D-1,2,2,CB-JBI-002-D-1,3,4,NA,NA,TS-D,2,84,83,84,NA,NA,TS-D
XO-FCV001,FCV-001,DO,D,JBI-002,PLC-001,CB-FCV-001-D-1,3,3,CB-JBI-002-D-1,5,6,NA,NA,TS-D,2,86,85,86,NA,NA,TS-D
ZIC-FCV001,FCV-001,DI,D,JBI-002,PLC-001,CB-FCV-001-D-1,4,4,CB-JBI-002-D-1,7,8,NA,NA,TS-D,2,88,87,88,NA,NA,TS-D
ZIO-FCV001,FCV-001,DI,D,JBI-002,PLC-001,CB-FCV-001-D-1,5,5,CB-JBI-002-D-1,9,10,NA,NA,TS-D,2,90,89,90,NA,NA,TS-D
RESERVA,FCV-001,NA,D,JBI-002,PLC-001,CB-FCV-001-D-1,6,6,CB-JBI-002-D-1,11,12,NA,NA,TS-D,2,92,91,92,NA,NA,TS-D
RESERVA,FCV-001,NA,D,JBI-002,PLC-001,CB-FCV-001-D-1,7,7,CB-JBI-002-D-1,13,14,NA,NA,TS-D,2,94,93,94,NA,NA,TS-D
RESERVA,FCV-001,NA,D,JBI-002,PLC-001,CB-FCV-001-D-1,8,8,CB-JBI-002-D-1,15,16,NA,NA,TS-D,2,96,95,96,NA,NA,TS-D
XC-FCV002,FCV-002,DO,D,JBI-002,PLC-001,CB-FCV-002-D-1,1,9,CB-JBI-002-D-1,17,18,NA,NA,TS-D,2,98,97,98,NA,NA,TS-D
XLR-FCV002,FCV-002,DI,D,JBI-002,PLC-001,CB-FCV-002-D-1,2,10,CB-JBI-002-D-1,19,20,NA,NA,TS-D,2,100,99,100,NA,NA,TS-D
XO-FCV002,FCV-002,DO,D,JBI-002,PLC-001,CB-FCV-002-D-1,3,11,CB-JBI-002-D-1,21,22,NA,NA,TS-D,2,102,101,102,NA,NA,TS-D
ZIC-FCV002,FCV-002,DI,D,JBI-002,PLC-001,CB-FCV-002-D-1,4,12,CB-JBI-002-D-1,23,24,NA,NA,TS-D,2,104,103,104,NA,NA,TS-D
ZIO-FCV002,FCV-002,DI,D,JBI-002,PLC-001,CB-FCV-002-D-1,5,13,CB-JBI-002-D-1,25,26,NA,NA,TS-D,2,106,105,106,NA,NA,TS-D
RESERVA,FCV-002,NA,D,JBI-002,PLC-001,CB-FCV-002-D-1,6,14,CB-JBI-002-D-1,27,28,NA,NA,TS-D,2,108,107,108,NA,NA,TS-D
RESERVA,FCV-002,NA,D,JBI-002,PLC-001,CB-FCV-002-D-1,7,15,CB-JBI-002-D-1,29,30,NA,NA,TS-D,2,110,109,110,NA,NA,TS-D
RESERVA,FCV-002,NA,D,JBI-002,PLC-001,CB-FCV-002-D-1,8,16,CB-JBI-002-D-1,31,32,NA,NA,TS-D,2,112,111,112,NA,NA,TS-D
XC-FCV003,FCV-003,DO,D,JBI-002,PLC-001,CB-FCV-003-D-1,1,17,CB-JBI-002-D-1,33,34,NA,NA,TS-D,2,114,113,114,NA,NA,TS-D
XLR-FCV003,FCV-003,DI,D,JBI-002,PLC-001,CB-FCV-003-D-1,2,18,CB-JBI-002-D-1,35,36,NA,NA,TS-D,2,116,115,116,NA,NA,TS-D
XO-FCV003,FCV-003,DO,D,JBI-002,PLC-001,CB-FCV-003-D-1,3,19,CB-JBI-002-D-1,37,38,NA,NA,TS-D,2,118,117,118,NA,NA,TS-D
ZIC-FCV003,FCV-003,DI,D,JBI-002,PLC-001,CB-FCV-003-D-1,4,20,CB-JBI-002-D-1,39,40,NA,NA,TS-D,2,120,119,120,NA,NA,TS-D
ZIO-FCV003,FCV-003,DI,D,JBI-002,PLC-001,CB-FCV-003-D-1,5,21,CB-JBI-002-D-1,41,42,NA,NA,TS-D,2,122,121,122,NA,NA,TS-D
RESERVA,FCV-003,NA,D,JBI-002,PLC-001,CB-FCV-003-D-1,6,22,CB-JBI-002-D-1,43,44,NA,NA,TS-D,2,124,123,124,NA,NA,TS-D
RESERVA,FCV-003,NA,D,JBI-002,PLC-001,CB-FCV-003-D-1,7,23,CB-JBI-002-D-1,45,46,NA,NA,TS-D,2,126,125,126,NA,NA,TS-D
RESERVA,FCV-003,NA,D,JBI-002,PLC-001,CB-FCV-003-D-1,8,24,CB-JBI-002-D-1,47,48,NA,NA,TS-D,2,128,127,128,NA,NA,TS-D
XC-FCV004,FCV-004,DO,D,JBI-002,PLC-001,CB-FCV-004-D-1,1,1,CB-JBI-002-D-2,49,50,NA,NA,TS-D,2,130,129,130,NA,NA,TS-D
XLR-FCV004,FCV-004,DI,D,JBI-002,PLC-001,CB-FCV-004-D-1,2,2,CB-JBI-002-D-2,51,52,NA,NA,TS-D,2,132,131,132,NA,NA,TS-D
XO-FCV004,FCV-004,DO,D,JBI-002,PLC-001,CB-FCV-004-D-1,3,3,CB-JBI-002-D-2,53,54,NA,NA,TS-D,2,134,133,134,NA,NA,TS-D
ZIC-FCV004,FCV-004,DI,D,JBI-002,PLC-001,CB-FCV-004-D-1,4,4,CB-JBI-002-D-2,55,56,NA,NA,TS-D,2,136,135,136,NA,NA,TS-D
ZIO-FCV004,FCV-004,DI,D,JBI-002,PLC-001,CB-FCV-004-D-1,5,5,CB-JBI-002-D-2,57,58,NA,NA,TS-D,2,138,137,138,NA,NA,TS-D
RESERVA,FCV-004,NA,D,JBI-002,PLC-001,CB-FCV-004-D-1,6,6,CB-JBI-002-D-2,59,60,NA,NA,TS-D,2,140,139,140,NA,NA,TS-D
RESERVA,FCV-004,NA,D,JBI-002,PLC-001,CB-FCV-004-D-1,7,7,CB-JBI-002-D-2,61,62,NA,NA,TS-D,2,142,141,142,NA,NA,TS-D
RESERVA,FCV-004,NA,D,JBI-002,PLC-001,CB-FCV-004-D-1,8,8,CB-JBI-002-D-2,63,64,NA,NA,TS-D,2,144,143,144,NA,NA,TS-D
XV-004,SV-004,DO,D,JBI-002,PLC-001,CB-SV-004-D-1,1,9,CB-JBI-002-D-2,65,66,NA,NA,TS-D,2,146,145,146,NA,NA,TS-D
XV-006,SV-006,DO,D,JBI-002,PLC-001,CB-SV-006-D-1,1,10,CB-JBI-002-D-2,67,68,NA,NA,TS-D,2,148,147,148,NA,NA,TS-D
